"Folder","OldName","NewName"
"C:\Users\86137\Desktop\dingshe-site\photos\guangzhou-model-010","IMG_1664.MP4","profile.mp4"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-001","photo_2026-09-24_03-18-17.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-001","photo_2026-09-24_03-18-30.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-001","photo_2026-09-24_03-18-35.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-001","IMG_7475.MP4","profile.mp4"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-002","photo_2026-09-24_03-20-49.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-002","photo_2026-09-24_03-20-58.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-002","photo_2026-09-24_03-21-02.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-002","IMG_7234.MP4","profile.mp4"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-003","photo_2026-09-24_03-22-27.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-003","photo_2026-09-24_03-22-35.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-003","photo_2026-09-24_03-22-39.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-004","photo_2026-09-24_03-24-06.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-004","photo_2026-09-24_03-24-15.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-004","photo_2026-09-24_03-24-20.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-004","IMG_5495.MP4","profile.mp4"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-005","photo_2026-09-24_03-25-41.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-005","photo_2026-09-24_03-25-48.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-005","photo_2026-09-24_03-25-53.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-006","photo_2026-09-24_03-29-18.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-006","photo_2026-09-24_03-29-26.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-006","photo_2026-09-24_03-29-29.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-006","IMG_2414.MP4","profile.mp4"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-007","photo_2026-09-24_03-29-57.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-007","photo_2026-09-24_03-30-12.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-007","photo_2026-09-24_03-30-17.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-007","IMG_0580.MP4","profile.mp4"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-008","photo_2026-09-24_03-31-10.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-008","photo_2026-09-24_03-31-17.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-008","photo_2026-09-24_03-31-20.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-008","IMG_0692.MP4","profile.mp4"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-009","photo_2026-09-24_03-32-29.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-009","photo_2026-09-24_03-32-39.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-009","photo_2026-09-24_03-32-42.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-009","IMG_5628.MP4","profile.mp4"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-010","photo_2026-09-24_03-33-44.jpg","01.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-010","photo_2026-09-24_03-33-51.jpg","02.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-010","photo_2026-09-24_03-33-59.jpg","03.jpg"
"C:\Users\86137\Desktop\dingshe-site\photos\hangzhou-model-010","IMG_9086.MP4","profile.mp4"
